מספר חברה,שם חברה,שם באנגלית,סוג תאגיד,סטטוס חברה,תאור חברה,מטרת החברה,תאריך התאגדות,חברה ממשלתית,מגבלות,מפרה,שנה אחרונה של דוח שנתי (שהוגש),city,street,number,מיקוד,ת.ד.,מדינה,אצל,תת סטטוס,TAB_Changes_Dates.latest_change,Year,Month
510650070,ח.ל.ן בעמ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,07.06.73 00:00,לא,מוגבלת,,2022,פרדס חנה-כרכור,פאר,19,3701760,,ישראל,גב' דליה ליבנה,,31.12.2015,2015,12
510662372,"אלומה - יחד בתרבות, בחינוך ובקהילה, מיסודה של הסוכנות היהודית לארץ ישראל   בע~מ (חל~צ)",,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,19.09.73 00:00,לא,מוגבלת,,2019,הוד השרון,אילת,11,4533631,,ישראל,גיל,,23.12.2019,2019,12
510665904,אוטולוקס בע~מ,AUTOLUXE LTD.,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,25.10.73 00:00,לא,מוגבלת,,2021,ראש העין,המלאכה,25,4809181,,ישראל,,,17.06.2019,2019,6
510667777,פלדינוקס חברה לייבוא ושיווק 1973 בעמ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,12.11.73 00:00,לא,מוגבלת,,2021,נתב~ג               ,,5,7010000,,ישראל,שרון ,,04.03.2020,2020,3
510668072,ב.רוזנברג (ברכול) בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,14.11.73 00:00,לא,מוגבלת,,2022,יהוד-מונוסון,גירון אברהם,15,5621729,,ישראל,,,09.10.2013,2013,10
510668593,אקסטרה אנדרוור    בע~מ,EXTRA UNDERWEAR   LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,18.11.73 00:00,לא,מוגבלת,,2021,ראש העין,עמל,2,4809202,,ישראל,,,22.05.2018,2018,5
510670631,חברת מוסדות הנוך תרבות והתחדשות שכונות בכפר יונה מ~יסודה של הסוה~י (חל~צ),,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,05.12.73 00:00,לא,לא מוגבלת,,2020,כפר יונה,שד מנחם בגין,0,4030000,,ישראל,,,02.01.2018,2018,1
510678626,חיים זי'טלני בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,27.03.74 00:00,לא,מוגבלת,,2020,ראש העין,עמל,9,4809233,,ישראל,א.ת. חדש,,16.02.2020,2020,2
510692791,גבריאלי ובניו למסחר ובנין בעמ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,10.09.74 00:00,לא,מוגבלת,מפרה,2019,הוד השרון,דרך רמתים,49,4532405,,ישראל,,,26.09.2019,2019,9
510694573,פולן בעמ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,02.10.74 00:00,לא,מוגבלת,,2022,סביון,הגדרות,47,5652644,,ישראל,,,08.03.2020,2020,3
510695026,שיש מגדיאל בעמ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,06.10.74 00:00,לא,מוגבלת,,2021,הוד השרון,הסדן,11,4531813,,ישראל,"שיש מגדיאל בעמ, אזור תעשיה מגדיאל",,05.10.2011,2011,10
510695687,כ.צ.ט. תעשיות כימיות בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,13.10.74 00:00,לא,מוגבלת,,2022,הוד השרון,החרש,4,4524075,,ישראל,כ.צ.ט. בע~מ,,17.12.2019,2019,12
510695919,חברת שמש מתכות בעמ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,15.10.74 00:00,לא,מוגבלת,,2021,קיסריה,השמש,29,3088900,,ישראל,,,20.08.2021,2021,8
510696032,גרשון שרותי מנוף בעמ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,16.10.74 00:00,לא,מוגבלת,,2021,הוד השרון,הנגר,24,4527713,,ישראל,נאות דורית בע~מ,,29.08.2021,2021,8
510697329,וידקס-הנדסת מכונות בעמ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,30.10.74 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,שבזי,20,5623107,,ישראל,,,19.11.2019,2019,11
510701808,בית אבות נוף-חן בעמ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,26.12.74 00:00,לא,מוגבלת,,2020,סביון,הדקל,17,5652117,,ישראל,הרט אורן ערה,,07.04.2021,2021,4
510702350,מנור תעשיות בעמ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,06.01.75 00:00,לא,מוגבלת,,2020,זכרון יעקב,גאולים,68,3091875,,ישראל,,,02.11.2020,2020,11
510706070,א. הלפרן חברה לבטון-קל ועבודות אספלט בעמ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,21.02.75 00:00,לא,מוגבלת,,2022,הוד השרון,המסגר,14,4524814,,ישראל,,,02.09.2013,2013,9
510717325,נייר און שיווק נייר בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,20.07.75 00:00,לא,מוגבלת,מפרה,2018,אבן יהודה,העצמאות,3,4050271,,ישראל,א.ת.,,24.01.2019,2019,1
510721269,המבלט ט.ס.  בע~מ,HAMAVLET T.S.  LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,25.09.75 00:00,לא,מוגבלת,,2021,הוד השרון,הבנאי,2,4531902,,ישראל,,,25.01.2022,2022,1
510728520,גרשון קופר פרסום בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,08.01.76 00:00,לא,מוגבלת,,2021,ראש העין,דם המכבים,1,4858060,,ישראל,שגיא קופר,,14.09.2020,2020,9
510729874,אילנית מרכז לשיקום בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,04.02.76 00:00,לא,מוגבלת,,2020,פרדס חנה-כרכור,נרקיס,1,,,ישראל,,,15.09.2019,2019,9
510733199,אליעז בנימינה (18-18) בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,28.03.76 00:00,לא,מוגבלת,,2021,בנימינה,הנשיא,1,3050000,,ישראל,אליעז,,01.11.2021,2021,11
510739774,צ'אלנג' איירלינס (ישראל)  בע~מ,CHALLENGE AIRLINES (IL) LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,15.07.76 00:00,לא,מוגבלת,,2021,נתב~ג               ,,1,7010000,,ישראל,הירדן 1,,09.12.2019,2019,12
510741986,מרום ולני השקעות בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,24.08.76 00:00,לא,מוגבלת,,2021,הוד השרון,חמנית,11,4502350,,ישראל,,,20.02.2022,2022,2
510742034,זוהר הנדסה ומיזוג אויר (1976) בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,24.08.76 00:00,לא,מוגבלת,,2020,הוד השרון,השקמים,13,4501004,,ישראל,,,26.04.2018,2018,4
510743255,פנטום ישראל בע~מ,PANTUM ISRAEL LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,05.09.76 00:00,לא,מוגבלת,,2021,ראש העין,עמל,1,4809201,,ישראל,,,21.05.2012,2012,5
510752967,הולנדר את נוסבאום בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,13.02.77 00:00,לא,מוגבלת,,2021,ראש העין,העבודה,11,4801761,,ישראל,,,22.08.2021,2021,8
510755333,אילה-פק ישראל בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,31.03.77 00:00,לא,מוגבלת,,2020,קיסריה,ברקת,9,3088900,,ישראל,"פארק תעשיה,גני קיסריה",,27.10.2020,2020,10
510759400,ת.ג.ל (תעופה) תעשיות גומי בעמ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,08.06.77 00:00,לא,מוגבלת,,2021,קיסריה,האשל,22,3088900,,ישראל,פארק תעשיות,,08.09.2019,2019,9
510766371,סאן-דור נתיבי אויר בינלאומיים בע~מ,SUN D'OR INTERNATIONAL AIRLINES LIMITED,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,02.10.77 00:00,לא,מוגבלת,,2021,נתב~ג               ,,0,7010000,,ישראל,נמל תעופה בן גוריון,,27.04.2018,2018,4
510766389,מרכז קהילתי בראש העין ע~ש קימרלינג בע~מ (חל~צ),,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,02.10.77 00:00,לא,מוגבלת,,2021,ראש העין,מרבד הקסמים,10,4802017,,ישראל,,,28.06.2020,2020,6
510768427,גולדן צ'יק פארם בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,06.11.77 00:00,לא,מוגבלת,,2021,הוד השרון,דרך רמתים,79,4532428,,ישראל,,,07.08.2019,2019,8
510768914,ריומר שיפינג בע~מ,RIUMAR SHIPPING LTD.,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,13.11.77 00:00,לא,מוגבלת,,2022,יהוד-מונוסון,דרך העצמאות,50,5630422,,ישראל,,,14.02.2022,2022,2
510770563,סוכנות גתמור בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,08.12.77 00:00,לא,מוגבלת,,2020,קיסריה,הרימון,15,3088900,,ישראל,,,15.03.2020,2020,3
510775265,איזגל מחקר ופתוח טכנולוגי בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,15.02.78 00:00,לא,מוגבלת,,2021,זכרון יעקב,המיסדים,33,3090000,,ישראל,,,26.06.2018,2018,6
510777659,מרכז כנה מאיר לתרבות נוער וספורט פרדס חנה כרכור (חל~צ),,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,14.03.78 00:00,לא,לא מוגבלת,,2020,פרדס חנה-כרכור,הבוטנים,54,3703719,,ישראל,,,03.10.2018,2018,10
510785942,ע. לפידות פרמצויטיקלס בע~מ,A. LAPIDOT PHARMACEUTICALS LTD.,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,26.06.78 00:00,לא,מוגבלת,,2020,קיסריה,השיטה,8,3088900,,ישראל,אזור תעשיה צפוני,,25.10.2021,2021,10
510792575,בית אקשטיין - קהילה מוגנת בע~מ,EKSTEIN HOUSE - PROTECTED COMMUNITY LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,15.09.78 00:00,לא,מוגבלת,,2020,בנימינה,  ,,3055001,,ישראל,מטה בית אקשטיין,,19.07.2021,2021,7
510793623,פז-גן בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,04.10.78 00:00,לא,מוגבלת,,2020,ראש העין,זוהר,45,4861235,,ישראל,בראון ארד יעל,,24.03.2020,2020,3
510808017,י. ברזלי תכנון ובצוע בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,25.02.79 00:00,לא,מוגבלת,,2022,הוד השרון,סיון,6,4521769,,ישראל,,,01.06.2021,2021,6
510808678,תל חן ברמת השרון בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,01.03.79 00:00,לא,מוגבלת,מפרה,2016,אבן יהודה,המתמיד,24,4052924,,ישראל,אסף ספיר,,28.03.2016,2016,3
510808926,שלד פלד - הנדסה ונכסים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,04.03.79 00:00,לא,מוגבלת,,2022,קיסריה,אלון התבור,20,3088900,,ישראל,פרק התעשיה' טל' נוסף:046276745,,08.03.2021,2021,3
510813421,יהב יעוץ הדרכה ופתוח ארגוני בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,24.04.79 00:00,לא,מוגבלת,,2021,הוד השרון,גולדה מאיר,5,4528252,,ישראל,,,04.05.2021,2021,5
510815046,אלינור חברה להשקעות בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,07.05.79 00:00,לא,מוגבלת,,2022,סביון,השקמה,55,5651921,,ישראל,,,14.07.2019,2019,7
510817885,מידן-חברה להנדסה ובנין בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,04.06.79 00:00,לא,מוגבלת,מפרה,2022,הוד השרון,דרך רמתים,56,4532508,,ישראל,.,,14.03.2022,2022,3
510826829,אלמי תעשיות פלסטיקה בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,17.08.79 00:00,לא,מוגבלת,,2021,אבן יהודה,העצמאות,3,4050271,,ישראל,,,14.12.2021,2021,12
510829732,אריכא פרוייקטים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,20.09.79 00:00,לא,מוגבלת,,2021,ראש העין,המלאכה,10,4809118,,ישראל,,,19.01.2020,2020,1
510835093,הלכה למעשה בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,11.11.79 00:00,לא,מוגבלת,,2021,אבן יהודה,האורן,19,4051678,,ישראל,,,23.08.2020,2020,8
510835879,ביופרמה בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,16.11.79 00:00,לא,מוגבלת,,2020,קיסריה,השיטה,8,3088900,,ישראל,א.ת. צפוני,,30.08.2021,2021,8
510836430,חברת שרותי כביסקל בע~מ,KVISCAL SERVICES CO. LTD.,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,22.11.79 00:00,לא,מוגבלת,,2020,ראש העין,המלאכה,6,4809110,,ישראל,חברת שירותי כביסקל בע~מ,,13.09.2021,2021,9
510840044,אמיר איי.די החזקות (1979)  בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,19.12.79 00:00,לא,מוגבלת,,2021,סביון,צופית,9,5652309,,ישראל, בנו ציוני אמיר  ,,30.01.2022,2022,1
510852981,אור שלום- למען ילדים ונוער בסיכון  בע~מ (חל~צ),ORR SHALOM- FOR CHILDREN AND YOUTH AT RISK  LTD (CC),ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,03.06.80 00:00,לא,מוגבלת,,2021,א.ת. הר טוב ,ההר,2,,,ישראל,מרכז גניר,,13.06.2019,2019,6
510857303,ניורסט ישראל  בע~מ,NEWREST ISRAEL  LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,19.12.62 00:00,לא,מוגבלת,,2021,נתב~ג               ,,5,7010000,,ישראל,רקפת 5,,26.08.2019,2019,8
510858392,פולילק אחזקת נכסים (1980)בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,31.07.80 00:00,לא,מוגבלת,,2022,ראש העין,העבודה,29,4801779,,ישראל,איזור תעשיה,,28.12.2020,2020,12
510872088,אם. אס. אס. חברה להנדסה (תשמ~א) בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,13.01.81 00:00,לא,מוגבלת,מפרה,2018,אבן יהודה,,9999,4050000,,ישראל,,,29.05.2019,2019,5
510873698,גומא - שרותי סחר (1981) בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,27.01.81 00:00,לא,מוגבלת,,2021,קיסריה,רותם המדבר,2,3088900,,ישראל,פארק תעשיה דרומי,,15.09.2019,2019,9
510875115,סער הנדסה בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,08.02.81 00:00,לא,מוגבלת,מפרה,2018,ראש העין,ג'ון קנדי,26,4852044,,ישראל,טודור קרצנוב-טושקו,,26.11.2019,2019,11
